contract_id,vendor_name,category,contract_value_usd,start_date,end_date,governing_law,liability_cap_usd,auto_renews,risk_flags,risk_level,owner_team
CTR0196,Clearline Ltd,Data & Analytics,1945735.5,2022-11-26,2026-11-05,IL,2950494.07,No,High Liability; High Value,High,Marketing
CTR0197,TrueData Co,MSA,1824803.68,2023-08-04,2026-07-19,GA,5281713.05,No,High Liability; High Value,High,Design
CTR0198,Orion Global,Data & Analytics,568967.21,2022-12-24,2025-12-08,TX,1067355.84,No,Expiring Soon; High Liability; High Value,High,Sales
CTR0199,TrueData Co,MSA,1851189.17,2022-02-18,2026-01-28,CO,3917318.21,No,Expiring Soon; High Liability; High Value,High,Sales
CTR0200,Summit Analytics,NDA,1363665.66,2022-09-15,2023-09-10,FL,2388924.96,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,IT
CTR0201,Meridian Systems,Hardware,908024.57,2022-12-05,2024-11-24,CO,1063117.67,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Legal
CTR0202,BrightPath Inc,MSA,1037990.63,2022-03-02,2026-02-09,TX,2639480.04,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,IT
CTR0203,Lattice Ops,Professional Services,1893189.12,2022-06-07,2024-05-27,IL,5462131.69,No,Expiring Soon; High Liability; High Value,High,IT
CTR0204,BrightPath Inc,NDA,871482.59,2022-08-17,2025-08-01,NY,1002142.01,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Marketing
CTR0205,Orion Global,Hardware,388030.08,2022-07-29,2024-07-18,DE,713425.16,No,Expiring Soon,Medium,Finance
CTR0206,Meridian Systems,Consulting,1767293.31,2025-01-13,2027-01-03,TX,3534749.69,Yes,High Liability; High Value,High,Finance
CTR0207,NovaSys,SaaS,121448.5,2023-12-28,2025-12-17,CO,185907.66,Yes,Expiring Soon; Auto-Renew Risk,High,IT
CTR0208,Nexus Partners,Consulting,311196.23,2022-11-17,2023-11-12,FL,610861.22,No,Expiring Soon,Medium,Product
CTR0209,TrueData Co,Professional Services,56880.25,2024-11-16,2026-11-06,CO,167401.13,No,None,Low,Sales
CTR0210,Nexus Partners,Professional Services,1751727.52,2022-04-13,2024-04-02,GA,3417880.47,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,IT
CTR0211,Summit Analytics,NDA,609633.09,2023-06-13,2024-06-07,CO,1405821.82,No,Expiring Soon; High Liability; High Value,High,People
CTR0212,TrueData Co,SaaS,1627239.38,2025-02-13,2028-01-29,MA,1849469.86,Yes,High Liability; High Value,High,Sales
CTR0213,Acme Corp,MSA,503227.77,2024-05-23,2027-05-08,WA,1019377.88,Yes,High Liability; High Value,High,Marketing
CTR0214,Acme Corp,Consulting,1508816.93,2024-04-05,2027-03-21,WA,2555891.07,Yes,High Liability; High Value,High,People
CTR0215,Summit Analytics,Consulting,730338.51,2022-04-07,2026-03-17,CO,985364.19,No,Expiring Soon; High Value,High,Product
CTR0216,Acme Corp,Data & Analytics,1728147.83,2022-12-04,2024-11-23,IL,4800099.75,No,Expiring Soon; High Liability; High Value,High,Finance
CTR0217,Apex Consulting,Consulting,1235908.68,2022-12-24,2025-12-08,NY,3446723.89,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Finance
CTR0218,Vertex Solutions,Hardware,748773.21,2024-08-30,2026-08-20,CA,2066988.78,No,High Liability; High Value,High,Engineering
CTR0219,BrightPath Inc,NDA,1093993.6,2024-07-16,2027-07-01,GA,1816664.9,No,High Liability; High Value,High,Legal
CTR0220,Apex Consulting,NDA,1335600.65,2024-02-08,2028-01-18,IL,2725056.87,Yes,High Liability; High Value,High,People
CTR0221,Summit Analytics,NDA,1089229.57,2024-04-13,2026-04-03,GA,1962055.64,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Sales
CTR0222,TrueData Co,Professional Services,920676.28,2022-01-27,2023-01-22,CO,1780118.38,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,People
CTR0223,ClearView AI,SaaS,552073.87,2024-10-20,2028-09-29,WA,568653.65,No,High Value,Medium,Marketing
CTR0224,Nexus Partners,MSA,55630.45,2023-09-14,2026-08-29,IL,135497.13,Yes,None,Low,Marketing
CTR0225,Summit Analytics,SaaS,1496178.22,2022-02-09,2025-01-24,WA,2336361.89,No,Expiring Soon; High Liability; High Value,High,Finance
CTR0226,BrightPath Inc,Consulting,1674958.76,2022-09-17,2024-09-06,NY,4063855.09,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Design
CTR0227,Apex Consulting,Data & Analytics,1805778.25,2023-04-25,2026-04-09,WA,2101954.43,No,Expiring Soon; High Liability; High Value,High,IT
CTR0228,Clearline Ltd,Hardware,833969.48,2024-04-11,2026-04-01,MA,1238703.68,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Operations
CTR0229,ClearView AI,Professional Services,16914.49,2022-03-10,2026-02-17,IL,48904.67,No,Expiring Soon,Medium,People
CTR0230,Apex Consulting,NDA,1214432.64,2024-09-24,2027-09-09,TX,1409676.67,Yes,High Liability; High Value,High,Engineering
CTR0231,Orion Global,Data & Analytics,656573.5,2025-01-13,2027-12-29,WA,920492.19,Yes,High Value,Medium,Design
CTR0232,TrueData Co,MSA,1534072.04,2024-03-24,2025-03-19,MA,2828323.47,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Design
CTR0233,Summit Analytics,Professional Services,723522.11,2025-05-24,2029-05-03,GA,1208295.76,No,High Liability; High Value,High,Design
CTR0234,DataBridge,MSA,854580.49,2024-09-03,2025-08-29,FL,1571147.82,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,People
CTR0235,NovaSys,Professional Services,575233.76,2022-08-03,2026-07-13,NY,923532.57,No,High Value,Medium,Product
CTR0236,Acme Corp,Consulting,590279.58,2024-07-15,2027-06-30,GA,1134963.0,No,High Liability; High Value,High,Operations
CTR0237,Lattice Ops,Hardware,1476568.65,2022-03-23,2025-03-07,MA,3107040.97,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Marketing
CTR0238,TrueData Co,Data & Analytics,1506812.12,2024-04-28,2027-04-13,GA,3673871.68,Yes,High Liability; High Value,High,Marketing
CTR0239,BrightPath Inc,NDA,1948356.17,2023-09-24,2024-09-18,IL,2224754.34,No,Expiring Soon; High Liability; High Value,High,Product
CTR0240,BrightPath Inc,Data & Analytics,1827551.82,2024-07-18,2025-07-13,FL,5228243.38,No,Expiring Soon; High Liability; High Value,High,Operations
CTR0241,BrightPath Inc,NDA,1081964.3,2024-04-01,2025-03-27,CO,2861191.27,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Engineering
CTR0242,Apex Consulting,NDA,513409.99,2022-04-03,2025-03-18,WA,757957.96,Yes,Expiring Soon; Auto-Renew Risk; High Value,High,Operations
CTR0243,Meridian Systems,MSA,1951023.69,2022-03-22,2026-03-01,DE,3518991.21,No,Expiring Soon; High Liability; High Value,High,Finance
CTR0244,Vertex Solutions,MSA,672788.49,2023-05-04,2027-04-13,MA,1607324.28,Yes,High Liability; High Value,High,Legal
CTR0245,Pinnacle Tech,Hardware,530524.1,2023-04-10,2024-04-04,WA,794721.78,Yes,Expiring Soon; Auto-Renew Risk; High Value,High,Marketing
CTR0246,Apex Consulting,Consulting,1005889.59,2025-03-29,2027-03-19,CA,2888760.03,Yes,High Liability; High Value,High,Operations
CTR0247,Acme Corp,Consulting,647133.55,2024-05-29,2028-05-08,TX,981946.31,No,High Value,Medium,Design
CTR0248,Acme Corp,SaaS,307553.59,2022-02-13,2023-02-08,CA,637825.22,Yes,Expiring Soon; Auto-Renew Risk,High,Legal
CTR0249,Pinnacle Tech,MSA,801377.52,2022-12-10,2026-11-19,CA,2162246.02,No,High Liability; High Value,High,IT
CTR0250,Orion Global,NDA,620339.16,2024-04-11,2027-03-27,NY,1395696.48,Yes,High Liability; High Value,High,Product
CTR0251,DataBridge,Data & Analytics,12016.78,2024-04-27,2027-04-12,NY,32772.33,No,None,Low,Engineering
CTR0252,DataBridge,Hardware,270558.09,2022-06-24,2024-06-13,DE,744933.8,Yes,Expiring Soon; Auto-Renew Risk,High,Legal
CTR0253,Summit Analytics,NDA,1973553.74,2024-07-23,2027-07-08,TX,5842485.29,Yes,High Liability; High Value,High,Product
CTR0254,Lattice Ops,Professional Services,1816556.77,2024-03-20,2028-02-28,CO,3182473.7,No,High Liability; High Value,High,Legal
CTR0255,NovaSys,Consulting,223259.63,2023-03-12,2024-03-06,CA,521987.01,No,Expiring Soon,Medium,Product
CTR0256,Apex Consulting,Hardware,620473.68,2024-08-02,2027-07-18,MA,644956.05,Yes,High Value,Medium,Operations
CTR0257,NovaSys,MSA,977301.42,2023-06-28,2024-06-22,DE,1609495.57,No,Expiring Soon; High Liability; High Value,High,Finance
CTR0258,Orion Global,Hardware,235012.68,2023-02-24,2025-02-13,CO,384883.16,Yes,Expiring Soon; Auto-Renew Risk,High,Operations
CTR0259,Orion Global,Data & Analytics,1674866.07,2022-12-21,2023-12-16,DE,2635298.95,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Marketing
CTR0260,Pinnacle Tech,Consulting,217359.4,2022-08-03,2025-07-18,FL,339166.3,No,Expiring Soon,Medium,Design
CTR0261,ClearView AI,Consulting,1838042.29,2025-02-20,2027-02-10,DE,2535025.66,No,High Liability; High Value,High,Finance
CTR0262,Meridian Systems,Consulting,69110.31,2024-06-30,2028-06-09,CO,181375.99,No,None,Low,Operations
CTR0263,NovaSys,SaaS,735912.5,2023-03-18,2026-03-02,NY,1259586.51,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Design
CTR0264,Vertex Solutions,Professional Services,528782.5,2025-03-06,2026-03-01,IL,1244486.94,No,Expiring Soon; High Liability; High Value,High,Marketing
CTR0265,Summit Analytics,Hardware,477070.38,2025-03-27,2028-03-11,WA,484275.14,No,None,Low,Product
CTR0266,ClearView AI,Hardware,1584248.95,2022-04-29,2025-04-13,IL,3559973.5,No,Expiring Soon; High Liability; High Value,High,Design
CTR0267,Acme Corp,SaaS,523281.51,2025-03-08,2026-03-03,NY,677978.94,Yes,Expiring Soon; Auto-Renew Risk; High Value,High,Legal
CTR0268,Acme Corp,Data & Analytics,8280.8,2024-10-29,2028-10-08,FL,15767.32,Yes,None,Low,Sales
CTR0269,Nexus Partners,SaaS,286675.0,2022-09-27,2023-09-22,WA,812869.16,Yes,Expiring Soon; Auto-Renew Risk,High,IT
CTR0270,Pinnacle Tech,MSA,710575.91,2024-09-20,2028-08-30,WA,825491.55,Yes,High Value,Medium,Operations
CTR0271,TrueData Co,Consulting,354720.91,2023-10-05,2026-09-19,FL,835516.76,No,None,Low,IT
CTR0272,Clearline Ltd,Data & Analytics,369714.1,2024-02-25,2026-02-14,WA,826185.89,No,Expiring Soon,Medium,People
CTR0273,Summit Analytics,NDA,40285.2,2024-07-31,2025-07-26,DE,117908.53,No,Expiring Soon,Medium,Finance
CTR0274,Clearline Ltd,SaaS,1509349.01,2023-03-20,2027-02-27,FL,4031298.35,No,High Liability; High Value,High,IT
CTR0275,ClearView AI,MSA,1431291.9,2024-10-05,2026-09-25,CO,2388593.15,Yes,High Liability; High Value,High,Marketing
CTR0276,Orion Global,Hardware,1753645.37,2022-06-19,2026-05-29,GA,3983151.32,Yes,High Liability; Auto-Renew Risk; High Value,High,Engineering
CTR0277,Orion Global,NDA,1044511.17,2022-03-23,2025-03-07,NY,2501983.85,No,Expiring Soon; High Liability; High Value,High,Legal
CTR0278,Vertex Solutions,Data & Analytics,689007.5,2022-12-15,2025-11-29,WA,1441630.33,No,Expiring Soon; High Liability; High Value,High,IT
CTR0279,DataBridge,Data & Analytics,1395027.26,2023-04-25,2025-04-14,NY,2496144.63,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Engineering
CTR0280,Apex Consulting,Consulting,611638.23,2024-05-21,2026-05-11,NY,869639.36,Yes,Auto-Renew Risk; High Value,High,Legal
CTR0281,DataBridge,NDA,523838.96,2022-01-06,2023-01-01,GA,1517963.06,No,Expiring Soon; High Liability; High Value,High,Engineering
CTR0282,DataBridge,SaaS,1588933.32,2023-05-25,2024-05-19,MA,4696422.01,No,Expiring Soon; High Liability; High Value,High,Finance
CTR0283,TrueData Co,Data & Analytics,1171719.02,2022-05-07,2024-04-26,TX,1418064.69,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Engineering
CTR0284,Acme Corp,MSA,436677.03,2023-07-20,2026-07-04,MA,467990.42,Yes,None,Low,Design
CTR0285,Acme Corp,Consulting,1640794.38,2025-04-18,2027-04-08,CA,1775422.77,No,High Liability; High Value,High,IT
CTR0286,Pinnacle Tech,Hardware,1010130.97,2024-09-11,2028-08-21,IL,2357544.26,No,High Liability; High Value,High,Sales
CTR0287,DataBridge,NDA,706329.6,2022-11-15,2024-11-04,MA,1906417.67,No,Expiring Soon; High Liability; High Value,High,Product
CTR0288,Summit Analytics,Hardware,1387782.3,2023-11-19,2026-11-03,NY,3723313.63,No,High Liability; High Value,High,Finance
CTR0289,BrightPath Inc,Professional Services,685847.13,2024-10-09,2028-09-18,IL,804404.27,Yes,High Value,Medium,Operations
CTR0290,NovaSys,Data & Analytics,1221524.49,2024-06-22,2027-06-07,NY,1557730.6,Yes,High Liability; High Value,High,Operations
CTR0291,Lattice Ops,Professional Services,1228161.15,2024-02-29,2025-02-23,MA,3417471.25,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,People
CTR0292,ClearView AI,Consulting,156050.82,2023-07-17,2027-06-26,DE,245857.0,Yes,None,Low,Marketing
CTR0293,Clearline Ltd,Hardware,901558.91,2024-07-23,2028-07-02,CA,1298987.09,Yes,High Liability; High Value,High,Design
CTR0294,NovaSys,Data & Analytics,1423841.56,2023-05-18,2027-04-27,DE,2030807.13,Yes,High Liability; High Value,High,Product
CTR0295,Apex Consulting,Consulting,412146.07,2023-11-24,2026-11-08,WA,1014971.92,Yes,High Liability,Medium,Product
CTR0296,DataBridge,Hardware,439300.59,2024-08-16,2028-07-26,MA,1206563.98,No,High Liability,Medium,IT
CTR0297,Meridian Systems,Hardware,1765547.45,2022-10-20,2026-09-29,FL,3287823.94,No,High Liability; High Value,High,Design
CTR0298,ClearView AI,Professional Services,693873.47,2025-04-16,2026-04-11,CA,1577560.64,No,Expiring Soon; High Liability; High Value,High,Legal
CTR0299,ClearView AI,Consulting,1998933.25,2024-10-03,2027-09-18,WA,5720680.62,No,High Liability; High Value,High,Finance
CTR0300,Orion Global,MSA,819427.8,2025-03-06,2027-02-24,CA,1585530.14,Yes,High Liability; High Value,High,Marketing
CTR0301,DataBridge,Data & Analytics,794677.49,2022-02-18,2025-02-02,IL,952252.6,No,Expiring Soon; High Value,High,People
CTR0302,Nexus Partners,MSA,1862023.25,2022-03-30,2026-03-09,MA,4865830.84,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Design
CTR0303,NovaSys,SaaS,177356.25,2024-02-20,2025-02-14,GA,374154.09,Yes,Expiring Soon; Auto-Renew Risk,High,IT
CTR0304,Apex Consulting,Consulting,1187409.46,2024-06-16,2026-06-06,NY,3333948.63,Yes,High Liability; Auto-Renew Risk; High Value,High,Operations
CTR0305,BrightPath Inc,Professional Services,1285264.96,2024-11-04,2026-10-25,WA,2200690.32,No,High Liability; High Value,High,Engineering
CTR0306,Nexus Partners,Data & Analytics,751694.64,2024-03-10,2025-03-05,TX,2069216.79,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Design
CTR0307,Meridian Systems,Hardware,1222155.21,2024-09-13,2028-08-23,NY,2061278.88,Yes,High Liability; High Value,High,Operations
CTR0308,NovaSys,Consulting,1470210.61,2025-02-03,2027-01-24,GA,3750421.21,No,High Liability; High Value,High,Design
CTR0309,Lattice Ops,SaaS,1333937.5,2022-01-03,2023-12-24,GA,1795782.34,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Legal
CTR0310,Vertex Solutions,SaaS,1900467.25,2022-09-16,2025-08-31,NY,3289524.14,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Engineering
CTR0311,TrueData Co,Hardware,1019886.22,2023-02-20,2026-02-04,FL,2169684.27,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Sales
CTR0312,ClearView AI,Consulting,888503.06,2023-02-23,2024-02-18,CA,2265926.3,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Sales
CTR0313,Lattice Ops,MSA,1542869.95,2024-03-20,2026-03-10,FL,1748622.23,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Product
CTR0314,ClearView AI,Hardware,1134878.54,2022-02-03,2023-01-29,CA,2258260.97,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Marketing
CTR0315,BrightPath Inc,Professional Services,726441.28,2023-09-09,2026-08-24,TX,1001844.93,Yes,High Liability; High Value,High,Marketing
CTR0316,Meridian Systems,Professional Services,12104.87,2023-08-22,2027-08-01,WA,34637.92,No,None,Low,People
CTR0317,Orion Global,Hardware,1304321.18,2023-04-29,2026-04-13,CA,3394644.78,No,Expiring Soon; High Liability; High Value,High,Operations
CTR0318,ClearView AI,Consulting,223590.13,2023-06-05,2027-05-15,NY,472473.55,No,None,Low,Design
CTR0319,Apex Consulting,SaaS,821029.38,2023-07-07,2025-06-26,WA,1953972.45,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Marketing
CTR0320,Lattice Ops,Data & Analytics,1107854.1,2023-04-25,2026-04-09,NY,1126316.0,No,Expiring Soon; High Liability; High Value,High,Engineering
CTR0321,Clearline Ltd,Hardware,1460175.06,2024-06-21,2027-06-06,MA,2472744.92,No,High Liability; High Value,High,Engineering
CTR0322,BrightPath Inc,Consulting,327423.4,2022-12-29,2024-12-18,CA,798764.63,No,Expiring Soon,Medium,People
CTR0323,BrightPath Inc,Professional Services,849997.65,2025-02-08,2026-02-03,IL,1587418.14,No,Expiring Soon; High Liability; High Value,High,Product
CTR0324,DataBridge,Hardware,1503541.07,2025-04-24,2027-04-14,WA,3698982.09,No,High Liability; High Value,High,People
CTR0325,Meridian Systems,SaaS,814139.33,2025-04-20,2026-04-15,CA,1610020.16,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,IT
CTR0326,NovaSys,Professional Services,834688.4,2023-01-29,2024-01-24,GA,2042967.48,No,Expiring Soon; High Liability; High Value,High,Engineering
CTR0327,Lattice Ops,Hardware,338321.36,2024-11-28,2027-11-13,NY,638995.79,No,None,Low,Legal
CTR0328,Pinnacle Tech,Professional Services,678536.48,2024-07-31,2026-07-21,WA,1612666.64,No,High Liability; High Value,High,Operations
CTR0329,BrightPath Inc,Hardware,335907.15,2024-12-01,2026-11-21,CA,939079.94,Yes,None,Low,Finance
CTR0330,Pinnacle Tech,Professional Services,526807.54,2024-07-05,2028-06-14,DE,943557.48,Yes,High Value,Medium,Sales
CTR0331,Apex Consulting,Hardware,443353.84,2024-10-04,2025-09-29,MA,866144.11,Yes,Expiring Soon; Auto-Renew Risk,High,Product
CTR0332,TrueData Co,Data & Analytics,285066.79,2024-10-02,2027-09-17,NY,389074.01,Yes,None,Low,Engineering
CTR0333,Vertex Solutions,Professional Services,29359.37,2022-03-10,2025-02-22,CA,38185.06,No,Expiring Soon,Medium,Legal
CTR0334,DataBridge,Data & Analytics,1282975.81,2025-01-21,2028-12-31,DE,2701996.99,No,High Liability; High Value,High,Engineering
CTR0335,Vertex Solutions,Professional Services,198468.1,2022-04-22,2024-04-11,MA,461761.4,No,Expiring Soon,Medium,Operations
CTR0336,Pinnacle Tech,NDA,1133839.52,2024-02-13,2028-01-23,IL,2584984.71,Yes,High Liability; High Value,High,Operations
CTR0337,Meridian Systems,Data & Analytics,1213482.74,2023-09-15,2024-09-09,TX,2377531.97,No,Expiring Soon; High Liability; High Value,High,Legal
CTR0338,Summit Analytics,Consulting,1603623.4,2023-09-27,2026-09-11,NY,3931286.45,Yes,High Liability; High Value,High,Operations
CTR0339,Pinnacle Tech,Data & Analytics,383829.91,2024-10-16,2028-09-25,NY,1038996.72,No,High Liability,Medium,Legal
CTR0340,Meridian Systems,Professional Services,222027.93,2022-07-01,2026-06-10,DE,644008.01,No,None,Low,Sales
CTR0341,Nexus Partners,Consulting,1208425.84,2023-01-14,2024-01-09,TX,1443834.55,No,Expiring Soon; High Liability; High Value,High,IT
CTR0342,ClearView AI,Data & Analytics,1213153.94,2022-12-19,2025-12-03,IL,2339891.94,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Sales
CTR0343,DataBridge,SaaS,145958.77,2025-03-21,2026-03-16,FL,342879.87,No,Expiring Soon,Medium,Sales
CTR0344,Summit Analytics,NDA,709966.4,2024-10-08,2028-09-17,WA,2097562.2,No,High Liability; High Value,High,Engineering
CTR0345,Clearline Ltd,MSA,1607798.01,2024-07-27,2027-07-12,DE,2728199.41,Yes,High Liability; High Value,High,Marketing
CTR0346,DataBridge,Consulting,1643963.98,2024-04-26,2026-04-16,CO,2354702.51,No,Expiring Soon; High Liability; High Value,High,Operations
CTR0347,Meridian Systems,Consulting,672638.27,2023-11-09,2024-11-03,DE,1388179.49,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Engineering
CTR0348,TrueData Co,NDA,976442.33,2025-05-01,2028-04-15,FL,1047421.1,No,High Liability; High Value,High,Marketing
CTR0349,Clearline Ltd,Professional Services,339706.84,2024-06-05,2025-05-31,WA,723279.0,Yes,Expiring Soon; Auto-Renew Risk,High,People
CTR0350,Pinnacle Tech,MSA,974088.2,2023-10-02,2027-09-11,DE,2104048.42,No,High Liability; High Value,High,Design
CTR0351,ClearView AI,Data & Analytics,1346129.45,2022-11-03,2025-10-18,WA,3628386.52,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Design
CTR0352,Pinnacle Tech,MSA,1911602.57,2023-04-04,2027-03-14,CA,4792544.03,Yes,High Liability; High Value,High,Legal
CTR0353,Apex Consulting,NDA,1405082.09,2022-06-22,2023-06-17,WA,3339604.51,No,Expiring Soon; High Liability; High Value,High,Sales
CTR0354,Orion Global,Professional Services,1668329.84,2024-07-06,2028-06-15,CA,4727515.9,Yes,High Liability; High Value,High,People
CTR0355,ClearView AI,Hardware,1951450.6,2024-12-25,2025-12-20,TX,3527926.21,No,Expiring Soon; High Liability; High Value,High,IT
CTR0356,ClearView AI,MSA,1507057.23,2022-10-21,2026-09-30,GA,3008410.74,Yes,High Liability; High Value,High,Engineering
CTR0357,DataBridge,Hardware,460426.06,2022-08-22,2025-08-06,CA,986681.77,No,Expiring Soon,Medium,Sales
CTR0358,Pinnacle Tech,Consulting,1168015.37,2022-06-08,2023-06-03,CO,3166651.52,No,Expiring Soon; High Liability; High Value,High,Marketing
CTR0359,BrightPath Inc,SaaS,1830701.96,2022-09-06,2023-09-01,WA,2887594.24,No,Expiring Soon; High Liability; High Value,High,Finance
CTR0360,Pinnacle Tech,Data & Analytics,61757.27,2024-06-28,2027-06-13,NY,105959.96,Yes,None,Low,Marketing
CTR0361,DataBridge,SaaS,1301249.36,2024-10-23,2026-10-13,DE,1379202.78,Yes,High Liability; High Value,High,Product
CTR0362,Clearline Ltd,SaaS,1817815.74,2023-07-20,2025-07-09,CA,3841281.19,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Design
CTR0363,Pinnacle Tech,Data & Analytics,807025.99,2023-01-03,2025-12-18,NY,2153356.43,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Marketing
CTR0364,Acme Corp,SaaS,1802683.64,2023-06-16,2027-05-26,IL,3246085.35,Yes,High Liability; High Value,High,IT
CTR0365,TrueData Co,Hardware,1109446.76,2022-05-27,2023-05-22,NY,2080109.46,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Design
CTR0366,Meridian Systems,Hardware,1199548.72,2024-01-06,2027-12-16,CA,3532833.33,No,High Liability; High Value,High,Operations
CTR0367,Summit Analytics,Data & Analytics,1492484.58,2023-07-09,2025-06-28,IL,3069265.28,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,IT
CTR0368,Clearline Ltd,MSA,799816.25,2023-07-28,2027-07-07,FL,1796377.45,Yes,High Liability; High Value,High,IT
CTR0369,Nexus Partners,Hardware,1981437.55,2023-08-02,2024-07-27,CO,2300365.47,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Engineering
CTR0370,BrightPath Inc,Professional Services,1515623.05,2023-12-19,2025-12-08,GA,1643992.87,No,Expiring Soon; High Liability; High Value,High,Legal
CTR0371,NovaSys,NDA,785756.9,2023-11-16,2025-11-05,TX,1904721.92,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Legal
CTR0372,BrightPath Inc,Data & Analytics,120266.91,2024-11-27,2028-11-06,FL,197315.6,Yes,None,Low,Design
CTR0373,Acme Corp,MSA,997504.73,2024-11-04,2027-10-20,GA,1743099.1,No,High Liability; High Value,High,Engineering
CTR0374,Clearline Ltd,MSA,513673.52,2025-03-10,2029-02-17,CO,634757.09,No,High Value,Medium,IT
CTR0375,Pinnacle Tech,Data & Analytics,812829.58,2023-05-17,2026-05-01,FL,884591.73,No,Expiring Soon; High Value,High,Marketing
CTR0376,Clearline Ltd,Professional Services,911767.48,2025-02-08,2029-01-18,NY,2343405.73,No,High Liability; High Value,High,Design
CTR0377,Apex Consulting,Professional Services,1598754.64,2024-07-11,2027-06-26,FL,3559332.64,Yes,High Liability; High Value,High,People
CTR0378,Apex Consulting,Data & Analytics,256146.72,2025-03-14,2027-03-04,MA,630902.52,Yes,None,Low,Operations
CTR0379,Meridian Systems,Professional Services,1444174.19,2022-08-17,2025-08-01,DE,3982935.87,No,Expiring Soon; High Liability; High Value,High,Operations
CTR0380,Orion Global,NDA,901592.42,2024-12-31,2026-12-21,TX,1847332.06,Yes,High Liability; High Value,High,People
CTR0381,Nexus Partners,NDA,647279.43,2025-01-31,2029-01-10,WA,1786894.1,Yes,High Liability; High Value,High,People
CTR0382,DataBridge,Hardware,506418.9,2022-10-28,2023-10-23,FL,925513.88,No,Expiring Soon; High Value,High,Operations
CTR0383,TrueData Co,NDA,1382275.08,2024-03-09,2026-02-27,DE,3453491.94,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,IT
CTR0384,Meridian Systems,Professional Services,1833293.49,2022-08-21,2024-08-10,DE,2357468.37,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Engineering
CTR0385,ClearView AI,SaaS,198193.69,2023-08-05,2025-07-25,WA,289722.77,Yes,Expiring Soon; Auto-Renew Risk,High,IT
CTR0386,Vertex Solutions,Professional Services,999282.7,2024-07-02,2026-06-22,DE,1091119.84,Yes,High Liability; High Value,High,Marketing
CTR0387,NovaSys,MSA,1481615.32,2024-07-05,2026-06-25,CA,3347864.17,No,High Liability; High Value,High,Finance
CTR0388,Apex Consulting,MSA,1181363.54,2025-05-14,2027-05-04,NY,2788268.25,Yes,High Liability; High Value,High,Engineering
CTR0389,Apex Consulting,Hardware,422213.56,2022-05-20,2024-05-09,GA,434446.6,No,Expiring Soon,Medium,Sales
CTR0390,Summit Analytics,Consulting,103472.04,2022-01-15,2024-12-30,WA,253319.71,No,Expiring Soon,Medium,People
CTR0391,Summit Analytics,Data & Analytics,1209946.93,2022-06-15,2024-06-04,FL,2513194.95,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Operations
CTR0392,NovaSys,MSA,1094336.73,2023-10-02,2025-09-21,DE,1417768.78,No,Expiring Soon; High Liability; High Value,High,Legal
